Candidate Name,Constituency,Party,Criminal_case,Education,Total_assets,Liabilities
[],[],[],[],[],[],[]
[],[],[],[],[],[],[]
['A Priya Chandela'],['96-RAJOURI GARDEN'],['AAP'],['0'],['Graduate'],"['Rs\xa02,67,14,329~ 2\xa0Crore+']","['Rs\xa03,24,76,459~ 3\xa0Crore+']"
['Aafreen Naaz'],['245-BRIJ PURI'],['AAP'],['0'],['Graduate'],"['Rs\xa034,06,800~ 34\xa0Lacs+']",['Rs\xa00~']
['Aaley Mohammed Iqbal'],['76-CHANDANI MAHAL'],['AAP'],['1'],['12th Pass'],"['Rs\xa085,98,996~ 85\xa0Lacs+']",['Rs\xa00~']
['Aarti'],['235-GORAKH PARK'],['INC'],['0'],['12th Pass'],"['Rs\xa04,75,469~ 4\xa0Lacs+']",['Rs\xa00~']
['Aarti'],['112-SAINIK ENCLAVE'],['INC'],['0'],['10th Pass'],"['Rs\xa022,37,592~ 22\xa0Lacs+']","['Rs\xa03,34,575~ 3\xa0Lacs+']"
['Aarti Yadav'],['132-KAPASHERA'],['AAP'],['0'],['Graduate'],"['Rs\xa022,36,699~ 22\xa0Lacs+']",['Rs\xa00~']
['Aasma Begum'],['227-CHAUHAN BANGAR'],['AAP'],['1'],['8th Pass'],"['Rs\xa076,19,000~ 76\xa0Lacs+']",['Rs\xa00~']
['Abdul Gafur'],['246- SRI RAM COLONY'],['IND'],['0'],['12th Pass'],"['Rs\xa039,51,736~ 39\xa0Lacs+']","['Rs\xa06,24,490~ 6\xa0Lacs+']"
['Abhay Raj'],['186-MADANPUR KHADAR WEST'],['JD(U)'],['0'],['12th Pass'],"['Rs\xa022,94,000~ 22\xa0Lacs+']","['Rs\xa08,49,028~ 8\xa0Lacs+']"
['Abhishek'],['215-SHAHDARA'],['IND'],['0'],['Graduate'],"['Rs\xa05,87,500~ 5\xa0Lacs+']","['Rs\xa02,73,227~ 2\xa0Lacs+']"
['Abrar Ali'],['228-MAUJPUR'],['IND'],['0'],['10th Pass'],"['Rs\xa011,21,300~ 11\xa0Lacs+']",['Rs\xa00~']
['Aditi'],['28-SHAHBAAD DAIRY'],['IND'],['0'],['Graduate'],"['Rs\xa015,064~ 15\xa0Thou+']",['Rs\xa00~']
['Aditya Chaudhary'],['213-SHASTRI PARK'],['AAP'],['0'],['Post Graduate'],"['Rs\xa08,51,83,249~ 8\xa0Crore+']","['Rs\xa03,73,80,338~ 3\xa0Crore+']"
['Afak Khan'],['99-HARI NAGAR'],['IND'],['0'],['5th Pass'],"['Rs\xa074,84,284~ 74\xa0Lacs+']",['Rs\xa00~']
['Aisha Bibi'],['30-BAWANA'],['BSP'],['0'],['Literate'],"['Rs\xa061,44,333~ 61\xa0Lacs+']","['Rs\xa019,33,012~ 19\xa0Lacs+']"
['Ajay'],['53-ROHINI-E'],['INC'],['0'],['Graduate'],"['Rs\xa01,62,52,902~ 1\xa0Crore+']",['Rs\xa00~']
['Ajay Dayal'],['107-VIKAS PURI'],['IND'],['0'],['Post Graduate'],"['Rs\xa01,13,108~ 1\xa0Lacs+']",['Rs\xa00~']
['Ajay Hans'],['61-KOHAT ENCLAVE'],['BJP'],['0'],['Graduate'],"['Rs\xa05,47,90,056~ 5\xa0Crore+']","['Rs\xa080,93,549~ 80\xa0Lacs+']"
['Ajay Kumar'],['8-MUKUNDPUR'],['AAP'],['1'],['8th Pass'],"['Rs\xa041,17,839~ 41\xa0Lacs+']","['Rs\xa033,000~ 33\xa0Thou+']"
['Ajay Kumar Rai'],['137-MAHAVIR ENCLAVE'],['AAP'],['0'],['Graduate'],"['Rs\xa049,65,106~ 49\xa0Lacs+']","['Rs\xa01,92,540~ 1\xa0Lacs+']"
['Ajay Kumar Singh'],['23-RITHALA'],['INC'],['0'],['10th Pass'],"['Rs\xa068,76,761~ 68\xa0Lacs+']","['Rs\xa06,55,899~ 6\xa0Lacs+']"
['Ajay Massey'],['127-NAJAFGARH'],['IND'],['0'],['12th Pass'],"['Rs\xa06,07,328~ 6\xa0Lacs+']",['Rs\xa00~']
['Ajay Rajput'],['115-UTTAM NAGAR'],['INC'],['0'],['10th Pass'],"['Rs\xa023,72,644~ 23\xa0Lacs+']",['Rs\xa00~']
['Ajeet Singh'],['230-BHAJANPURA'],['INC'],['0'],['8th Pass'],"['Rs\xa04,06,53,487~ 4\xa0Crore+']",['Rs\xa00~']
['Ajeet Singh Yadav'],['17-BHALSWA'],['AAP'],['0'],['Graduate'],"['Rs\xa020,75,14,723~ 20\xa0Crore+']","['Rs\xa01,65,000~ 1\xa0Lacs+']"
['Ajit Kaur Pasricha'],['173-GREATER KAILASH'],['AAP'],['0'],['Graduate'],"['Rs\xa02,11,52,891~ 2\xa0Crore+']","['Rs\xa01,26,151~ 1\xa0Lacs+']"
['Ajit Kumar Mishra'],['183-HARI NAGAR EXTENSION'],['JD(U)'],['0'],['8th Pass'],"['Rs\xa020,92,418~ 20\xa0Lacs+']","['Rs\xa039,103~ 39\xa0Thou+']"
['Ajit Singh'],['105-MAHAVEER ENCLAVE'],['BJP'],['0'],['12th Pass'],"['Rs\xa02,43,74,123~ 2\xa0Crore+']","['Rs\xa027,00,000~ 27\xa0Lacs+']"
['Akriti Kaur Thapar'],['104-JANAK PURI SOUTH'],['BJP'],['0'],['12th Pass'],"['Rs\xa04,08,97,804~ 4\xa0Crore+']","['Rs\xa021,00,000~ 21\xa0Lacs+']"
['Aleem'],['244-NEHRU VIHAR'],['INC'],['0'],['8th Pass'],"['Rs\xa067,00,000~ 67\xa0Lacs+']",['Rs\xa00~']
['Alish Mohan'],['80-RAM NAGAR'],['NCP'],['0'],['Post Graduate'],"['Rs\xa015,53,567~ 15\xa0Lacs+']",['Rs\xa00~']
['Alka Dhingra'],['90-MOTI NAGAR'],['AAP'],['0'],['Graduate'],"['Rs\xa08,08,12,861~ 8\xa0Crore+']","['Rs\xa065,19,937~ 65\xa0Lacs+']"
['Alka Malhotra'],['217-DILSHAD COLONY'],['IND'],['0'],['12th Pass'],"['Rs\xa022,13,171~ 22\xa0Lacs+']",['Rs\xa00~']
['Alka Raghav'],['203-LAXMI NAGAR'],['BJP'],['0'],['12th Pass'],"['Rs\xa03,66,59,000~ 3\xa0Crore+']","['Rs\xa040,32,000~ 40\xa0Lacs+']"
['Altaf Ahmed'],['105-MAHAVEER ENCLAVE'],['IND'],['0'],['Literate'],"['Rs\xa086,846~ 86\xa0Thou+']",['Rs\xa00~']
['Aman Rastogi'],['190-NEW ASHOK NAGAR'],['IND'],['0'],['10th Pass'],"['Rs\xa02,94,000~ 2\xa0Lacs+']",['Rs\xa00~']
['Amar Chand'],['67-SANGAM PARK'],['IND'],['1'],['8th Pass'],"['Rs\xa05,93,809~ 5\xa0Lacs+']",['Rs\xa00~']
['Amar Nath'],['82-PAHAR GANJ'],['AAP'],['1'],['10th Pass'],"['Rs\xa06,64,177~ 6\xa0Lacs+']","['Rs\xa03,44,960~ 3\xa0Lacs+']"
['Amar Tiwari'],['105-MAHAVEER ENCLAVE'],['INC'],['5'],['12th Pass'],"['Rs\xa025,24,475~ 25\xa0Lacs+']",['Rs\xa00~']
['Amarjeet'],['156-VASANT KUNJ'],['AAP'],['0'],['12th Pass'],"['Rs\xa03,96,94,516~ 3\xa0Crore+']",['Rs\xa00~']
['Amarjeet Singh'],['140-INDER PURI'],['IND'],['1'],['10th Pass'],"['Rs\xa013,91,273~ 13\xa0Lacs+']",['Rs\xa00~']
['Amarlata Sangwan'],['11-TIMARPUR'],['BJP'],['0'],['12th Pass'],"['Rs\xa093,32,139~ 93\xa0Lacs+']",['Rs\xa00~']
['Ambika'],['10-JHARODA'],['IND'],['0'],['Graduate Professional'],"['Rs\xa073,25,000~ 73\xa0Lacs+']",['Rs\xa00~']
['Amiri Devi'],['182-MEETHAPUR'],['INC'],['0'],['Illiterate'],"['Rs\xa01,09,16,390~ 1\xa0Crore+']","['Rs\xa017,20,535~ 17\xa0Lacs+']"
['Amit'],['127-NAJAFGARH'],['BJP'],['0'],['12th Pass'],"['Rs\xa040,31,791~ 40\xa0Lacs+']",['Rs\xa00~']
['Amit Bidlloan'],['97-CHAUKHANDI NAGAR'],['IND'],['1'],['12th Pass'],"['Rs\xa05,02,946~ 5\xa0Lacs+']",['Rs\xa00~']
['Amit Kumar'],['8-MUKUNDPUR'],['BSP'],['0'],['12th Pass'],"['Rs\xa05,47,270~ 5\xa0Lacs+']",['Rs\xa00~']
['Amit Kumar'],['170-TUGHLAKABAD EXTENSION'],['IND'],['0'],['12th Pass'],"['Rs\xa01,11,20,142~ 1\xa0Crore+']","['Rs\xa09,45,308~ 9\xa0Lacs+']"
['Amit Kumar Dubey'],['51-ROHINI-C'],['IND'],['0'],['10th Pass'],"['Rs\xa01,98,000~ 1\xa0Lacs+']",['Rs\xa00~']
['Amit Nagpal'],['57-PITAM PURA'],['BJP'],['0'],['Graduate'],"['Rs\xa04,30,54,801~ 4\xa0Crore+']",['Rs\xa00~']
['Amrish'],['133-MAHIPALPUR'],['IND'],['2'],['Graduate'],"['Rs\xa016,41,94,318~ 16\xa0Crore+']",['Rs\xa00~']
['Amrit Jain'],['25-BUDH VIHAR'],['AAP'],['0'],['5th Pass'],"['Rs\xa01,41,88,033~ 1\xa0Crore+']",['Rs\xa00~']
['Amrita Pachauri'],['205-I.P. EXTENSION'],['BJP'],['0'],['Post Graduate'],"['Rs\xa01,77,69,783~ 1\xa0Crore+']","['Rs\xa045,00,000~ 45\xa0Lacs+']"
['Anamika'],['240-JOHARIPUR'],['BSP'],['0'],['Graduate'],"['Rs\xa02,11,500~ 2\xa0Lacs+']",['Rs\xa00~']
['Anand Kumar Khatree'],['2-BANKNER'],['INC'],['0'],['12th Pass'],"['Rs\xa076,16,409~ 76\xa0Lacs+']","['Rs\xa06,85,969~ 6\xa0Lacs+']"
['Anchal'],['3-HOLAMBI KALAN'],['IND'],['0'],['Graduate'],"['Rs\xa018,91,000~ 18\xa0Lacs+']",['Rs\xa00~']
['Anil'],['35-MUNDKA'],['AAP'],['0'],['Graduate'],"['Rs\xa05,25,31,492~ 5\xa0Crore+']",['Rs\xa00~']
['Anil'],['211-KRISHNA NAGAR'],['IND'],['0'],['10th Pass'],"['Rs\xa048,87,431~ 48\xa0Lacs+']","['Rs\xa01,22,00,000~ 1\xa0Crore+']"
['Anil Gautam'],['222-RAM NAGAR EAST'],['AAP'],['0'],['Post Graduate'],"['Rs\xa06,15,57,691~ 6\xa0Crore+']","['Rs\xa028,54,243~ 28\xa0Lacs+']"
['Anil Jain'],['226-GAUTAM PURI'],['AAP'],['0'],['12th Pass'],"['Rs\xa02,13,06,948~ 2\xa0Crore+']","['Rs\xa05,60,000~ 5\xa0Lacs+']"
['Anil Khairwal'],['164-DAKSHIN PURI'],['INC'],['0'],['10th Pass'],"['Rs\xa01,27,03,819~ 1\xa0Crore+']",['Rs\xa00~']
['Anil Kumar Sharma'],['228-MAUJPUR'],['BJP'],['0'],['8th Pass'],"['Rs\xa01,46,61,679~ 1\xa0Crore+']",['Rs\xa00~']
['Anil Kumar Singh'],['2-BANKNER'],['CPI(ML)(L)'],['0'],['12th Pass'],"['Rs\xa041,84,271~ 41\xa0Lacs+']",['Rs\xa00~']
['Anil Kumar Tyagi'],['6-BURARI'],['BJP'],['2'],['Graduate'],"['Rs\xa05,99,04,725~ 5\xa0Crore+']","['Rs\xa03,20,000~ 3\xa0Lacs+']"
['Anil Mittal'],['51-ROHINI-C'],['AAP'],['0'],['12th Pass'],"['Rs\xa07,55,191~ 7\xa0Lacs+']",['Rs\xa00~']
['Anil Sharma'],['35-MUNDKA'],['IND'],['0'],['12th Pass'],"['Rs\xa01,86,09,904~ 1\xa0Crore+']",['Rs\xa00~']
['Anil Singh'],['27-BEGUMPUR'],['IND'],['0'],['10th Pass'],"['Rs\xa03,75,057~ 3\xa0Lacs+']",['Rs\xa00~']
['Anita'],['28-SHAHBAAD DAIRY'],['IND'],['0'],['8th Pass'],"['Rs\xa012,87,694~ 12\xa0Lacs+']",['Rs\xa00~']
['Anita'],['128-DICHAON KALAN'],['AAP'],['0'],['Graduate'],"['Rs\xa05,60,36,963~ 5\xa0Crore+']","['Rs\xa01,11,50,000~ 1\xa0Crore+']"
['Anita'],['154-LADO SARAI'],['INC'],['0'],['10th Pass'],"['Rs\xa05,71,23,051~ 5\xa0Crore+']","['Rs\xa06,131~ 6\xa0Thou+']"
['Anita'],['155-MEHRAULI'],['IND'],['0'],['12th Pass'],"['Rs\xa03,30,80,748~ 3\xa0Crore+']","['Rs\xa09,00,000~ 9\xa0Lacs+']"
['Anita'],['161-DEOLI'],['BJP'],['0'],['12th Pass'],"['Rs\xa010,41,67,938~ 10\xa0Crore+']","['Rs\xa09,50,000~ 9\xa0Lacs+']"
['Anita'],['194-GHAROLI'],['IND'],['0'],['Illiterate'],"['Rs\xa02,34,000~ 2\xa0Lacs+']",['Rs\xa00~']
['Anita Baisoya'],['145-ANDREWS GANJ'],['AAP'],['0'],['12th Pass'],"['Rs\xa02,42,67,492~ 2\xa0Crore+']",['Rs\xa00~']
['Anita Singh'],['190-NEW ASHOK NAGAR'],['AAP'],['1'],['Post Graduate'],"['Rs\xa021,53,81,393~ 21\xa0Crore+']","['Rs\xa02,09,00,000~ 2\xa0Crore+']"
['Anita Tokas'],['151-MUNIRKA'],['INC'],['0'],['Post Graduate'],"['Rs\xa01,71,29,000~ 1\xa0Crore+']","['Rs\xa024,02,000~ 24\xa0Lacs+']"
['Anjali'],['85-WEST PATEL NAGAR'],['BSP'],['0'],['12th Pass'],"['Rs\xa060,000~ 60\xa0Thou+']",['Rs\xa00~']
['Anjana Sharma'],['212-GANDHI NAGAR'],['INC'],['0'],['12th Pass'],"['Rs\xa017,40,57,385~ 17\xa0Crore+']","['Rs\xa08,31,04,235~ 8\xa0Crore+']"
['Anju Devi'],['29-POOTH KHURD'],['BJP'],['0'],['Post Graduate'],"['Rs\xa01,01,40,938~ 1\xa0Crore+']",['Rs\xa00~']
['Anju Khurana'],['60-RANI BAGH'],['INC'],['0'],['Post Graduate'],"['Rs\xa08,76,46,808~ 8\xa0Crore+']","['Rs\xa01,40,80,352~ 1\xa0Crore+']"
['Anju Kumari'],['138-SADH NAGAR'],['IND'],['1'],['12th Pass'],"['Rs\xa05,75,000~ 5\xa0Lacs+']",['Rs\xa00~']
['Ankit'],['64-KESHAV PURAM'],['BSP'],['0'],['Graduate'],"['Rs\xa03,11,000~ 3\xa0Lacs+']","['Rs\xa05,84,000~ 5\xa0Lacs+']"
['Ankush Narang'],['87-RANJEET NAGAR'],['AAP'],['4'],['Post Graduate'],"['Rs\xa079,55,350~ 79\xa0Lacs+']",['Rs\xa00~']
['Antim Gahlot'],['127-NAJAFGARH'],['IND'],['0'],['12th Pass'],"['Rs\xa01,54,78,715~ 1\xa0Crore+']","['Rs\xa01,23,258~ 1\xa0Lacs+']"
['Antul Kohli'],['13-MUKHERJEE NAGAR'],['AAP'],['1'],['Graduate'],"['Rs\xa02,96,77,812~ 2\xa0Crore+']","['Rs\xa041,60,925~ 41\xa0Lacs+']"
['Anu Gulati'],['48-GURU HARKISHAN NAGAR'],['INC'],['0'],['Graduate'],"['Rs\xa06,35,45,244~ 6\xa0Crore+']","['Rs\xa055,00,000~ 55\xa0Lacs+']"
['Anubhav Dhir'],['15-ADARSH NAGAR'],['BJP'],['0'],['Graduate Professional'],"['Rs\xa06,73,36,746~ 6\xa0Crore+']",['Rs\xa00~']
['Anuj Gautam'],['33-RANI KHERA'],['BSP'],['0'],['10th Pass'],"['Rs\xa023,65,809~ 23\xa0Lacs+']","['Rs\xa03,00,000~ 3\xa0Lacs+']"
['Anunneet Kaur'],['100-FATEH NAGAR'],['INC'],['0'],['Post Graduate'],"['Rs\xa09,54,01,698~ 9\xa0Crore+']","['Rs\xa01,91,35,030~ 1\xa0Crore+']"
['Anup Kumar'],['67-SANGAM PARK'],['IND'],['0'],['10th Pass'],"['Rs\xa01,07,725~ 1\xa0Lacs+']",['Rs\xa00~']
['Anupriya Abhinav Mishra'],['54-ROHINI-D'],['AAP'],['0'],['Post Graduate'],"['Rs\xa042,19,112~ 42\xa0Lacs+']",['Rs\xa00~']
['Anuradha Rai'],['122-MATIAIA'],['IND'],['0'],['Graduate'],"['Rs\xa01,67,000~ 1\xa0Lacs+']",['Rs\xa00~']
['Anuradha Sharma'],['122-MATIAIA'],['BJP'],['0'],['Post Graduate'],"['Rs\xa018,15,73,841~ 18\xa0Crore+']","['Rs\xa09,21,308~ 9\xa0Lacs+']"
['Anushree Khutel'],['106-JANAK PURI WEST'],['INC'],['0'],['Graduate'],"['Rs\xa03,92,75,554~ 3\xa0Crore+']","['Rs\xa052,335~ 52\xa0Thou+']"
['Aradhana Upadhyay'],['23-RITHALA'],['IND'],['0'],['12th Pass'],"['Rs\xa071,19,707~ 71\xa0Lacs+']","['Rs\xa03,84,937~ 3\xa0Lacs+']"
['Archana'],['3-HOLAMBI KALAN'],['BJP'],['0'],['Doctorate'],"['Rs\xa031,26,853~ 31\xa0Lacs+']",['Rs\xa00~']
['Archana Kumari'],['11-TIMARPUR'],['IND'],['0'],['Graduate Professional'],"['Rs\xa09,00,000~ 9\xa0Lacs+']",['Rs\xa00~']
['Arfa'],['81-QURAISH NAGAR'],['INC'],['0'],['8th Pass'],"['Rs\xa036,30,952~ 36\xa0Lacs+']",['Rs\xa00~']
['Ariba Khan'],['188-ABUL FAZAL ENCLAVE'],['INC'],['0'],['Graduate Professional'],"['Rs\xa014,51,366~ 14\xa0Lacs+']",['Rs\xa00~']
['Arjun'],['164-DAKSHIN PURI'],['IND'],['0'],['Graduate'],"['Rs\xa07,20,000~ 7\xa0Lacs+']",['Rs\xa00~']
['Arjun Singh Chauhan'],['196-MAYUR VIHAR PHASE-II'],['IND'],['0'],['Graduate'],"['Rs\xa011,52,970~ 11\xa0Lacs+']","['Rs\xa070,386~ 70\xa0Thou+']"
['Arti Chawla'],['141-RAJINDER NAGAR'],['AAP'],['0'],['12th Pass'],"['Rs\xa010,65,76,060~ 10\xa0Crore+']","['Rs\xa03,15,88,262~ 3\xa0Crore+']"
['Arti Kumari'],['205-I.P. EXTENSION'],['INC'],['0'],['Graduate'],"['Rs\xa011,76,168~ 11\xa0Lacs+']","['Rs\xa02,99,448~ 2\xa0Lacs+']"
['Arti Singh'],['110-KUNWAR SINGH NAGAR'],['IND'],['0'],['8th Pass'],"['Rs\xa04,69,60,269~ 4\xa0Crore+']","['Rs\xa06,32,370~ 6\xa0Lacs+']"
['Arun'],['35-MUNDKA'],['BJP'],['1'],['Graduate'],"['Rs\xa01,74,93,329~ 1\xa0Crore+']","['Rs\xa03,54,000~ 3\xa0Lacs+']"
['Arun Kumar'],['73-CIVIL LINES'],['IND'],['0'],['8th Pass'],"['Rs\xa038,34,000~ 38\xa0Lacs+']","['Rs\xa01,00,000~ 1\xa0Lacs+']"
['Arun Kumar Chauhan'],['123-KAKROLA'],['IND'],['0'],['12th Pass'],"['Rs\xa02,91,32,000~ 2\xa0Crore+']","['Rs\xa05,00,000~ 5\xa0Lacs+']"
['Arun Navariya'],['166-PUSHP VIHAR'],['AAP'],['2'],['12th Pass'],"['Rs\xa013,06,586~ 13\xa0Lacs+']","['Rs\xa05,55,929~ 5\xa0Lacs+']"
['Arun Singh Bhati'],['244-NEHRU VIHAR'],['BJP'],['0'],['12th Pass'],"['Rs\xa077,63,382~ 77\xa0Lacs+']",['Rs\xa00~']
['Aruna Rawat'],['134-RAJ NAGAR'],['BJP'],['0'],['12th Pass'],"['Rs\xa04,01,70,674~ 4\xa0Crore+']","['Rs\xa03,95,000~ 3\xa0Lacs+']"
['Asgar Ali Ansari'],['244-NEHRU VIHAR'],['AIMIM'],['2'],['8th Pass'],"['Rs\xa02,19,800~ 2\xa0Lacs+']","['Rs\xa080,000~ 80\xa0Thou+']"
['Asha Bansal'],['241-KARAWAL NAGAR-EAST'],['AAP'],['0'],['12th Pass'],"['Rs\xa01,39,33,662~ 1\xa0Crore+']","['Rs\xa04,50,737~ 4\xa0Lacs+']"
['Asha Chauhan'],['29-POOTH KHURD'],['IND'],['0'],['Illiterate'],"['Rs\xa054,95,900~ 54\xa0Lacs+']","['Rs\xa014,76,000~ 14\xa0Lacs+']"
['Asha Verma'],['75-JAMA MASJID'],['BJP'],['0'],['12th Pass'],"['Rs\xa042,06,093~ 42\xa0Lacs+']",['Rs\xa00~']
['Ashima Gandhi'],['69-KAMLA NAGAR'],['INC'],['0'],['Graduate Professional'],"['Rs\xa04,06,23,729~ 4\xa0Crore+']",['Rs\xa00~']
['Ashish Tyagi'],['6-BURARI'],['AAP'],['1'],['Graduate'],"['Rs\xa026,35,508~ 26\xa0Lacs+']","['Rs\xa07,00,000~ 7\xa0Lacs+']"
['Ashok Bhardwaj'],['47-NIHAL VIHAR'],['AAP'],['0'],['Graduate'],"['Rs\xa03,14,19,620~ 3\xa0Crore+']",['Rs\xa00~']
['Ashok Gahlot'],['123-KAKROLA'],['IND'],['0'],['10th Pass'],"['Rs\xa055,28,000~ 55\xa0Lacs+']","['Rs\xa064,000~ 64\xa0Thou+']"
['Ashok Kumar'],['158-BHATI'],['IND'],['0'],['10th Pass'],"['Rs\xa019,01,850~ 19\xa0Lacs+']",['Rs\xa00~']
['Ashok Kumar'],['49-MANGOIPURI-A'],['BJP'],['0'],['10th Pass'],"['Rs\xa024,45,432~ 24\xa0Lacs+']",['Rs\xa00~']
['Ashok Kumar'],['219-DILSHAD GARDEN'],['BSP'],['0'],['Literate'],"['Rs\xa045,400~ 45\xa0Thou+']",['Rs\xa00~']
['Ashok Kumar'],['62-SHAKUR PUR'],['AAP'],['0'],['8th Pass'],"['Rs\xa03,18,65,921~ 3\xa0Crore+']",['Rs\xa00~']
['Ashok Kumar Gupta'],['32-KANJHAWAIA'],['IND'],['0'],['10th Pass'],"['Rs\xa05,22,393~ 5\xa0Lacs+']",['Rs\xa00~']
['Ashok Kumar Maanu'],['101-TILAK NAGAR'],['AAP'],['0'],['Graduate'],"['Rs\xa07,98,70,471~ 7\xa0Crore+']","['Rs\xa011,93,350~ 11\xa0Lacs+']"
['Ashok Kumar Singh'],['242-DAYAIPUR'],['IND'],['0'],['12th Pass'],"['Rs\xa024,52,000~ 24\xa0Lacs+']","['Rs\xa050,000~ 50\xa0Thou+']"
['Ashok Pandey'],['109-VIKAS NAGAR'],['AAP'],['0'],['10th Pass'],"['Rs\xa02,25,10,362~ 2\xa0Crore+']",['Rs\xa00~']
['Ashok Poddar'],['250-SABAPUR'],['CPI(M)'],['0'],['10th Pass'],"['Rs\xa03,95,65,376~ 3\xa0Crore+']","['Rs\xa037,50,000~ 37\xa0Lacs+']"
['Ashok Yadav'],['17-BHALSWA'],['INC'],['0'],['12th Pass'],"['Rs\xa01,23,01,320~ 1\xa0Crore+']","['Rs\xa029,80,000~ 29\xa0Lacs+']"
['Ashu Khan'],['188-ABUL FAZAL ENCLAVE'],['SP'],['10'],['Graduate Professional'],"['Rs\xa01,19,49,450~ 1\xa0Crore+']","['Rs\xa03,75,000~ 3\xa0Lacs+']"
['Ashu Thakur'],['171-CHITARANJAN PARK'],['AAP'],['0'],['12th Pass'],"['Rs\xa01,15,000~ 1\xa0Lacs+']","['Rs\xa04,120~ 4\xa0Thou+']"
['Attri Devi'],['36-NIIOTHI'],['IND'],['0'],['Post Graduate'],"['Rs\xa010,08,52,628~ 10\xa0Crore+']","['Rs\xa01,77,150~ 1\xa0Lacs+']"
['Avdhesh Kumar Choubey'],['216-JHILMIL'],['AAP'],['0'],['12th Pass'],"['Rs\xa04,84,77,833~ 4\xa0Crore+']","['Rs\xa06,38,134~ 6\xa0Lacs+']"
['Avita Devi'],['44-SULTANPURI-B'],['BSP'],['0'],['Illiterate'],"['Rs\xa021,79,435~ 21\xa0Lacs+']","['Rs\xa086,434~ 86\xa0Thou+']"
['Avtar Singh'],['73-CIVIL LINES'],['BJP'],['1'],['12th Pass'],"['Rs\xa02,16,50,254~ 2\xa0Crore+']","['Rs\xa01,18,04,765~ 1\xa0Crore+']"
['Ayushi'],['109-VIKAS NAGAR'],['IND'],['0'],['12th Pass'],"['Rs\xa01,15,000~ 1\xa0Lacs+']",['Rs\xa00~']
['Ayushi Tiwari'],['88-BALJEET NAGAR'],['BJP'],['0'],['Others'],"['Rs\xa09,43,855~ 9\xa0Lacs+']","['Rs\xa07,000~ 7\xa0Thou+']"
['Azad'],['164-DAKSHIN PURI'],['IND'],['0'],['8th Pass'],"['Rs\xa080,000~ 80\xa0Thou+']",['Rs\xa00~']
['Azad Singh'],['51-ROHINI-C'],['IND'],['0'],['12th Pass'],"['Rs\xa08,69,98,449~ 8\xa0Crore+']","['Rs\xa04,66,378~ 4\xa0Lacs+']"
['B S Panwar'],['219-DILSHAD GARDEN'],['BJP'],['0'],['10th Pass'],"['Rs\xa042,91,425~ 42\xa0Lacs+']","['Rs\xa01,25,000~ 1\xa0Lacs+']"
['Babar Khan'],['188-ABUL FAZAL ENCLAVE'],['IND'],['1'],['10th Pass'],"['Rs\xa01,25,000~ 1\xa0Lacs+']",['Rs\xa00~']
['Babina Shokeen'],['36-NIIOTHI'],['AAP'],['0'],['10th Pass'],"['Rs\xa02,13,24,184~ 2\xa0Crore+']","['Rs\xa02,53,048~ 2\xa0Lacs+']"
['Babita'],['5-BAKHTAWARPUR'],['AAP'],['0'],['Graduate'],"['Rs\xa016,65,54,180~ 16\xa0Crore+']","['Rs\xa033,44,388~ 33\xa0Lacs+']"
['Babita'],['31-NANGAI THAKRAN'],['BJP'],['0'],['8th Pass'],"['Rs\xa04,77,83,588~ 4\xa0Crore+']",['Rs\xa00~']
['Babita'],['226-GAUTAM PURI'],['BSP'],['0'],['12th Pass'],"['Rs\xa041,79,462~ 41\xa0Lacs+']",['Rs\xa00~']
['Babita'],['70-SHASTRI NAGAR'],['AAP'],['0'],['5th Pass'],"['Rs\xa043,42,781~ 43\xa0Lacs+']",['Rs\xa00~']
['Babita'],['110-KUNWAR SINGH NAGAR'],['BSP'],['0'],['8th Pass'],"['Rs\xa014,16,092~ 14\xa0Lacs+']","['Rs\xa03,00,000~ 3\xa0Lacs+']"
['Babita'],['161-DEOLI'],['IND'],['0'],['10th Pass'],"['Rs\xa015,00,000~ 15\xa0Lacs+']",['Rs\xa00~']
['Babita Agnihotri'],['109-VIKAS NAGAR'],['INC'],['0'],['10th Pass'],"['Rs\xa01,07,11,473~ 1\xa0Crore+']",['Rs\xa00~']
['Babita Kumari'],['34-NANGLOI'],['BJP'],['0'],['10th Pass'],"['Rs\xa084,93,383~ 84\xa0Lacs+']","['Rs\xa016,300~ 16\xa0Thou+']"
['Babli Mamgain'],['198-VINOD NAGAR'],['IND'],['0'],['Post Graduate'],"['Rs\xa01,63,78,424~ 1\xa0Crore+']",['Rs\xa00~']
['Babli Sharma'],['228-MAUJPUR'],['IND'],['0'],['8th Pass'],"['Rs\xa075,600~ 75\xa0Thou+']",['Rs\xa00~']
['Bablu Kumar'],['51-ROHINI-C'],['IND'],['0'],['Illiterate'],"['Rs\xa03,62,218~ 3\xa0Lacs+']",['Rs\xa00~']
['Balneet Kaur'],['212-GANDHI NAGAR'],['IND'],['0'],['Graduate'],"['Rs\xa02,82,805~ 2\xa0Lacs+']",['Rs\xa00~']
['Banu'],['185-MADANPUR KHADAR EAST'],['BSP'],['0'],['12th Pass'],"['Rs\xa01,47,733~ 1\xa0Lacs+']",['Rs\xa00~']
['Beena'],['191-MAYUR VIHAR PHASE-I'],['AAP'],['0'],['12th Pass'],"['Rs\xa02,48,98,518~ 2\xa0Crore+']","['Rs\xa05,62,916~ 5\xa0Lacs+']"
['Beena Devi'],['130-DWARKA-C'],['IND'],['0'],['8th Pass'],['Nil'],['Rs\xa00~']
